_id,arrivalTime, timeBetweenArrivals, startingService, serviceTime , finishingTime
537,138.114, 0.116, 139.464, 0.051, 139.516
538,138.58, 0.466, 139.516, 0.115, 139.631
539,138.593, 0.013, 139.631, 0.235, 139.866
540,138.811, 0.218, 139.866, 0.25, 140.116
541,139.362, 0.551, 140.116, 0.119, 140.236
542,139.363, 0.001, 140.236, 0.107, 140.343
543,139.45, 0.087, 140.343, 0.026, 140.369
544,139.544, 0.094, 140.369, 0.104, 140.473
545,140.5, 0.956, 140.5, 0.233, 140.733
546,140.611, 0.112, 140.733, 0.032, 140.765
547,140.811, 0.2, 140.811, 0.097, 140.908
548,141.489, 0.677, 141.489, 0.479, 141.968
549,142.856, 1.368, 142.856, 0.207, 143.063
550,142.954, 0.098, 143.063, 0.039, 143.102
551,143.214, 0.259, 143.214, 0.064, 143.278
552,143.624, 0.41, 143.624, 0.002, 143.626
553,143.667, 0.043, 143.667, 0.044, 143.711
554,143.788, 0.12, 143.788, 0.118, 143.906
555,144.14, 0.352, 144.14, 0.022, 144.162
556,144.175, 0.035, 144.175, 0.02, 144.195
557,144.324, 0.149, 144.324, 0.152, 144.476
558,144.686, 0.361, 144.686, 0.121, 144.807
559,144.779, 0.094, 144.807, 0.452, 145.259
560,144.964, 0.185, 145.259, 0.212, 145.471
561,145.438, 0.473, 145.471, 0.075, 145.546
562,145.573, 0.135, 145.573, 0.25, 145.823
563,145.717, 0.144, 145.823, 0.031, 145.854
564,146.235, 0.518, 146.235, 0.21, 146.445
565,146.353, 0.118, 146.445, 0.121, 146.566
566,146.441, 0.088, 146.566, 0.059, 146.625
567,146.622, 0.181, 146.625, 0.397, 147.022
568,146.893, 0.27, 147.022, 0.193, 147.214
569,147.15, 0.257, 147.214, 0.125, 147.339
570,147.235, 0.085, 147.339, 0.018, 147.357
571,147.556, 0.321, 147.556, 0.662, 148.218
572,147.584, 0.028, 148.218, 0.162, 148.38
573,148.169, 0.585, 148.38, 0.097, 148.477
574,148.25, 0.081, 148.477, 0.349, 148.826
575,148.519, 0.27, 148.826, 0.033, 148.859
576,148.991, 0.472, 148.991, 0.431, 149.423
577,149.443, 0.452, 149.443, 0.328, 149.771
578,149.484, 0.041, 149.771, 0.502, 150.273
579,149.605, 0.121, 150.273, 0.524, 150.798
580,149.617, 0.012, 150.798, 0.023, 150.82
581,149.786, 0.169, 150.82, 0.144, 150.964
582,150.163, 0.378, 150.964, 0.034, 150.998
583,150.323, 0.16, 150.998, 0.088, 151.087
584,150.338, 0.014, 151.087, 0.522, 151.609
585,150.386, 0.049, 151.609, 0.225, 151.834
586,150.46, 0.074, 151.834, 0.11, 151.944
587,151.263, 0.803, 151.944, 0.25, 152.195
588,151.291, 0.028, 152.195, 0.488, 152.683
589,151.35, 0.059, 152.683, 0.243, 152.926
590,151.987, 0.638, 152.926, 0.407, 153.333
591,152.05, 0.063, 153.333, 0.033, 153.366
592,152.297, 0.247, 153.366, 0.009, 153.375
593,152.686, 0.389, 153.375, 0.032, 153.407
594,153.657, 0.971, 153.657, 0.599, 154.256
595,153.711, 0.054, 154.256, 0.837, 155.093
596,153.755, 0.044, 155.093, 0.222, 155.316
597,153.903, 0.148, 155.316, 0.063, 155.379
598,154.212, 0.309, 155.379, 0.004, 155.383
599,154.38, 0.168, 155.383, 0.063, 155.446
600,155.16, 0.78, 155.446, 0.257, 155.703
601,155.562, 0.402, 155.703, 0.04, 155.743
602,155.787, 0.225, 155.787, 0.115, 155.902
603,155.868, 0.082, 155.902, 0.287, 156.189
604,156.206, 0.338, 156.206, 0.055, 156.262
605,156.421, 0.215, 156.421, 0.199, 156.619
606,156.929, 0.508, 156.929, 0.08, 157.009
607,156.934, 0.006, 157.009, 0.108, 157.116
608,157.012, 0.078, 157.116, 0.151, 157.267
609,157.053, 0.041, 157.267, 0.425, 157.692
610,157.141, 0.089, 157.692, 0.149, 157.841
611,157.276, 0.135, 157.841, 0.005, 157.847
612,157.482, 0.206, 157.847, 0.139, 157.985
613,157.493, 0.011, 157.985, 0.063, 158.049
614,157.548, 0.055, 158.049, 0.068, 158.117
615,157.585, 0.036, 158.117, 0.224, 158.341
616,157.597, 0.013, 158.341, 0.009, 158.351
617,157.626, 0.029, 158.351, 0.08, 158.431
618,157.627, 0.001, 158.431, 0.345, 158.776
619,157.688, 0.06, 158.776, 0.011, 158.786
620,158.436, 0.748, 158.786, 0.127, 158.914
621,158.569, 0.133, 158.914, 0.185, 159.099
622,159.177, 0.608, 159.177, 0.254, 159.431
623,159.232, 0.055, 159.431, 0.423, 159.854
624,159.464, 0.232, 159.854, 0.082, 159.936
625,160.291, 0.827, 160.291, 0.159, 160.45
626,160.408, 0.117, 160.45, 0.358, 160.808
627,160.524, 0.116, 160.808, 0.56, 161.368
628,160.792, 0.268, 161.368, 0.058, 161.426
629,161.259, 0.466, 161.426, 0.028, 161.454
630,161.43, 0.171, 161.454, 0.046, 161.5
631,161.711, 0.281, 161.711, 0.125, 161.836
632,161.778, 0.067, 161.836, 0.121, 161.957
633,161.908, 0.13, 161.957, 0.004, 161.961
634,162.142, 0.234, 162.142, 0.011, 162.153
635,162.196, 0.054, 162.196, 0.458, 162.654
636,162.39, 0.194, 162.654, 0.051, 162.705
637,162.574, 0.184, 162.705, 0.131, 162.836
638,162.778, 0.205, 162.836, 0.626, 163.462
639,162.845, 0.067, 163.462, 0.065, 163.527
640,163.038, 0.193, 163.527, 0.13, 163.657
641,163.072, 0.033, 163.657, 0.087, 163.744
642,163.244, 0.172, 163.744, 0.253, 163.996
643,163.387, 0.143, 163.996, 0.265, 164.262
644,163.623, 0.236, 164.262, 0.01, 164.272
645,163.799, 0.176, 164.272, 0.302, 164.574
646,163.855, 0.056, 164.574, 0.171, 164.744
647,163.994, 0.14, 164.744, 0.422, 165.166
648,164.108, 0.114, 165.166, 0.171, 165.337
649,164.126, 0.017, 165.337, 0.137, 165.475
650,164.186, 0.061, 165.475, 0.245, 165.719
651,164.892, 0.706, 165.719, 0.013, 165.733
652,166.899, 2.007, 166.899, 0.532, 167.432
653,167.098, 0.198, 167.432, 0.428, 167.86
654,167.211, 0.113, 167.86, 0.052, 167.912
655,167.353, 0.142, 167.912, 0.317, 168.229
656,167.883, 0.53, 168.229, 0.198, 168.427
657,168.466, 0.583, 168.466, 0.019, 168.485
658,168.585, 0.119, 168.585, 0.026, 168.611
659,168.816, 0.231, 168.816, 0.283, 169.099
660,168.89, 0.074, 169.099, 0.238, 169.337
661,168.991, 0.102, 169.337, 0.564, 169.901
662,169.31, 0.319, 169.901, 0.28, 170.181
663,169.423, 0.113, 170.181, 0.062, 170.243
664,169.496, 0.072, 170.243, 0.401, 170.644
665,169.547, 0.051, 170.644, 0.101, 170.745
666,170.027, 0.48, 170.745, 0.002, 170.748
667,170.068, 0.041, 170.748, 0.019, 170.767
668,170.272, 0.204, 170.767, 0.03, 170.797
669,170.551, 0.279, 170.797, 0.343, 171.139
670,170.736, 0.185, 171.139, 0.028, 171.167
671,170.995, 0.259, 171.167, 0.586, 171.754
672,171.162, 0.166, 171.754, 0.009, 171.763
673,171.453, 0.291, 171.763, 0.077, 171.84
674,171.866, 0.413, 171.866, 0.293, 172.158
675,171.938, 0.072, 172.158, 0.029, 172.188
676,172.022, 0.084, 172.188, 0.033, 172.221
677,172.054, 0.032, 172.221, 0.409, 172.63
678,173.304, 1.25, 173.304, 0.494, 173.798
679,174.102, 0.798, 174.102, 0.02, 174.122
680,174.642, 0.54, 174.642, 0.218, 174.86
681,174.792, 0.15, 174.86, 0.01, 174.87
682,174.986, 0.194, 174.986, 0.224, 175.211
683,175.116, 0.13, 175.211, 0.406, 175.617
684,175.28, 0.164, 175.617, 0.031, 175.648
685,175.487, 0.206, 175.648, 0.156, 175.805
686,175.787, 0.3, 175.805, 0.007, 175.812
687,175.858, 0.071, 175.858, 0.261, 176.119
688,176.099, 0.241, 176.119, 0.249, 176.368
689,176.101, 0.002, 176.368, 0.302, 176.67
690,176.294, 0.193, 176.67, 0.024, 176.694
691,176.349, 0.055, 176.694, 0.135, 176.828
692,176.636, 0.287, 176.828, 0.058, 176.886
693,176.694, 0.058, 176.886, 0.084, 176.97
694,176.837, 0.143, 176.97, 0.153, 177.124
695,176.926, 0.089, 177.124, 0.054, 177.178
696,177.677, 0.751, 177.677, 0.122, 177.799
697,177.764, 0.087, 177.799, 0.005, 177.805
698,177.856, 0.092, 177.856, 0.553, 178.409
699,177.955, 0.099, 178.409, 0.132, 178.541
700,178.209, 0.254, 178.541, 0.337, 178.878
701,178.415, 0.206, 178.878, 0.213, 179.09
702,178.446, 0.031, 179.09, 0.248, 179.339
703,178.563, 0.117, 179.339, 0.001, 179.34
704,178.773, 0.21, 179.34, 0.285, 179.625
705,179.15, 0.378, 179.625, 0.014, 179.638
706,179.298, 0.148, 179.638, 0.143, 179.782
707,180.296, 0.997, 180.296, 0.426, 180.722
708,180.423, 0.127, 180.722, 0.221, 180.943
709,180.834, 0.41, 180.943, 0.431, 181.374
710,180.879, 0.045, 181.374, 0.033, 181.407
711,181.019, 0.14, 181.407, 0.124, 181.531
712,181.224, 0.205, 181.531, 0.112, 181.643
713,181.297, 0.073, 181.643, 0.549, 182.192
714,181.459, 0.162, 182.192, 0.442, 182.633
715,181.461, 0.002, 182.633, 0.064, 182.697
716,181.549, 0.088, 182.697, 0.234, 182.931
717,181.588, 0.039, 182.931, 0.129, 183.06
718,182.167, 0.579, 183.06, 0.048, 183.108
719,182.287, 0.121, 183.108, 0.032, 183.14
720,182.468, 0.181, 183.14, 0.023, 183.163
721,182.905, 0.437, 183.163, 0.165, 183.328
722,183.574, 0.669, 183.574, 0.227, 183.801
723,183.705, 0.131, 183.801, 0.004, 183.805
724,183.791, 0.085, 183.805, 0.031, 183.836
725,184.003, 0.212, 184.003, 0.059, 184.062
726,184.154, 0.152, 184.154, 0.093, 184.247
727,184.955, 0.801, 184.955, 0.049, 185.004
728,185.026, 0.071, 185.026, 0.05, 185.076
729,185.267, 0.24, 185.267, 0.127, 185.393
730,185.318, 0.051, 185.393, 0.008, 185.401
731,185.589, 0.271, 185.589, 0.041, 185.63
732,185.641, 0.053, 185.641, 0.079, 185.72
733,185.872, 0.231, 185.872, 0.206, 186.078
734,186.14, 0.267, 186.14, 0.001, 186.141
735,186.366, 0.226, 186.366, 0.552, 186.918
736,186.632, 0.266, 186.918, 0.1, 187.017
737,186.88, 0.248, 187.017, 0.181, 187.199
738,187.085, 0.204, 187.199, 0.09, 187.289
739,187.187, 0.103, 187.289, 0.253, 187.541
740,187.271, 0.084, 187.541, 0.622, 188.163
741,187.409, 0.138, 188.163, 0.043, 188.206
742,187.56, 0.151, 188.206, 0.02, 188.227
743,188.177, 0.617, 188.227, 0.207, 188.434
744,188.236, 0.059, 188.434, 0.819, 189.252
745,188.33, 0.095, 189.252, 0.243, 189.495
746,188.372, 0.042, 189.495, 0.023, 189.518
747,188.573, 0.2, 189.518, 0.078, 189.597
748,188.989, 0.417, 189.597, 0.449, 190.045
749,188.99, 0.001, 190.045, 0.879, 190.924
750,189.083, 0.093, 190.924, 0.078, 191.002
751,189.161, 0.078, 191.002, 0.235, 191.237
752,189.369, 0.207, 191.237, 0.02, 191.258
753,189.473, 0.105, 191.258, 0.421, 191.679
754,190.31, 0.837, 191.679, 0.069, 191.748
755,190.63, 0.319, 191.748, 0.179, 191.927
756,191.074, 0.445, 191.927, 0.195, 192.122
757,191.317, 0.243, 192.122, 0.099, 192.221
758,191.354, 0.037, 192.221, 0.012, 192.233
759,191.813, 0.459, 192.233, 0.371, 192.603
760,192.22, 0.407, 192.603, 0.211, 192.815
761,192.23, 0.01, 192.815, 0.207, 193.022
762,192.549, 0.319, 193.022, 0.028, 193.05
763,192.589, 0.039, 193.05, 0.326, 193.376
764,193.51, 0.921, 193.51, 0.003, 193.513
765,193.626, 0.116, 193.626, 0.198, 193.824
766,193.681, 0.055, 193.824, 0.337, 194.161
767,194.112, 0.431, 194.161, 0.22, 194.381
768,194.535, 0.423, 194.535, 0.83, 195.365
769,194.546, 0.011, 195.365, 0.036, 195.401
770,194.547, 0.001, 195.401, 0.089, 195.49
771,195.12, 0.573, 195.49, 0.003, 195.494
772,195.328, 0.208, 195.494, 0.454, 195.947
773,195.347, 0.019, 195.947, 0.267, 196.214
774,195.539, 0.191, 196.214, 0.159, 196.373
775,195.579, 0.041, 196.373, 0.098, 196.471
776,195.665, 0.086, 196.471, 0.13, 196.6
777,195.915, 0.25, 196.6, 0.007, 196.607
778,195.943, 0.028, 196.607, 0.254, 196.861
779,196.136, 0.193, 196.861, 0.342, 197.203
780,196.38, 0.244, 197.203, 0.411, 197.613
781,196.421, 0.041, 197.613, 0.084, 197.697
782,196.548, 0.127, 197.697, 0.107, 197.804
783,196.643, 0.095, 197.804, 0.24, 198.044
784,197.119, 0.477, 198.044, 0.269, 198.313
785,197.191, 0.072, 198.313, 0.041, 198.354
786,197.232, 0.041, 198.354, 0.013, 198.367
787,197.267, 0.036, 198.367, 0.083, 198.45
788,197.338, 0.071, 198.45, 0.677, 199.127
789,197.988, 0.65, 199.127, 0.32, 199.447
790,198.036, 0.048, 199.447, 0.108, 199.555
791,198.366, 0.33, 199.555, 0.019, 199.574
792,198.794, 0.428, 199.574, 0.328, 199.902
793,199.117, 0.322, 199.902, 0.095, 199.997
794,199.855, 0.738, 199.997, 0.222, 200.22
795,199.883, 0.028, 200.22, 0.704, 200.923
796,200.413, 0.53, 200.923, 0.151, 201.074
797,200.956, 0.544, 201.074, 0.037, 201.111
798,201.053, 0.097, 201.111, 0.125, 201.236
799,201.103, 0.05, 201.236, 0.018, 201.254
800,201.128, 0.025, 201.254, 0.428, 201.682
801,201.41, 0.281, 201.682, 0.33, 202.012
802,201.447, 0.038, 202.012, 0.042, 202.055
803,201.575, 0.127, 202.055, 0.076, 202.13
804,202.284, 0.709, 202.284, 0.542, 202.826
805,202.398, 0.114, 202.826, 0.162, 202.989
806,202.808, 0.409, 202.989, 0.083, 203.072
807,203.216, 0.408, 203.216, 0.005, 203.221
808,203.504, 0.288, 203.504, 0.025, 203.529
809,203.742, 0.239, 203.742, 0.064, 203.806
810,203.758, 0.016, 203.806, 0.284, 204.09
811,203.902, 0.144, 204.09, 0.381, 204.471
812,204.012, 0.11, 204.471, 0.161, 204.632
813,204.063, 0.05, 204.632, 0.065, 204.697
814,204.26, 0.198, 204.697, 0.018, 204.715
815,204.313, 0.053, 204.715, 0.273, 204.988
816,204.414, 0.1, 204.988, 0.513, 205.501
817,204.482, 0.068, 205.501, 0.13, 205.631
818,205.015, 0.534, 205.631, 0.29, 205.92
819,205.157, 0.141, 205.92, 0.35, 206.271
820,205.303, 0.147, 206.271, 0.152, 206.423
821,205.612, 0.308, 206.423, 0.099, 206.522
822,205.723, 0.111, 206.522, 0.072, 206.594
823,205.725, 0.002, 206.594, 0.315, 206.909
824,206.133, 0.408, 206.909, 0.073, 206.982
825,206.263, 0.13, 206.982, 0.514, 207.496
826,206.427, 0.164, 207.496, 0.318, 207.814
827,206.592, 0.165, 207.814, 0.409, 208.224
828,206.897, 0.305, 208.224, 0.365, 208.588
829,207.452, 0.555, 208.588, 0.014, 208.603
830,208.049, 0.597, 208.603, 0.351, 208.954
831,208.349, 0.3, 208.954, 0.176, 209.129
832,208.439, 0.09, 209.129, 0.293, 209.422
833,208.535, 0.096, 209.422, 0.418, 209.84
834,208.762, 0.227, 209.84, 0.051, 209.891
835,208.764, 0.001, 209.891, 0.357, 210.248
836,209.63, 0.866, 210.248, 0.02, 210.269
837,209.937, 0.307, 210.269, 0.077, 210.345
838,209.98, 0.043, 210.345, 0.091, 210.436
839,210.344, 0.364, 210.436, 0.007, 210.443
840,210.506, 0.162, 210.506, 0.047, 210.553
841,210.628, 0.121, 210.628, 0.661, 211.289
842,210.944, 0.316, 211.289, 0.64, 211.928
843,211.882, 0.938, 211.928, 0.082, 212.01
844,212.023, 0.141, 212.023, 0.25, 212.274
845,212.23, 0.206, 212.274, 0.158, 212.432
846,212.677, 0.447, 212.677, 0.141, 212.818
847,212.704, 0.027, 212.818, 0.036, 212.854
848,212.935, 0.231, 212.935, 0.097, 213.032
849,213.014, 0.079, 213.032, 0.372, 213.404
850,213.078, 0.064, 213.404, 0.404, 213.808
851,213.243, 0.165, 213.808, 0.169, 213.977
852,213.262, 0.019, 213.977, 0.306, 214.283
853,213.297, 0.035, 214.283, 0.129, 214.412
854,213.416, 0.119, 214.412, 0.211, 214.623
855,213.971, 0.555, 214.623, 0.043, 214.666
856,214.084, 0.113, 214.666, 0.099, 214.765
857,214.354, 0.27, 214.765, 0.135, 214.901
858,214.442, 0.088, 214.901, 0.084, 214.984
859,214.47, 0.028, 214.984, 0.305, 215.289
860,215.19, 0.72, 215.289, 0.066, 215.355
861,215.226, 0.037, 215.355, 0.488, 215.843
862,215.881, 0.655, 215.881, 0.09, 215.971
863,216.099, 0.219, 216.099, 0.172, 216.272
864,216.476, 0.376, 216.476, 0.236, 216.712
865,216.526, 0.05, 216.712, 0.166, 216.878
866,216.543, 0.017, 216.878, 0.155, 217.033
867,216.772, 0.229, 217.033, 0.003, 217.035
868,217.232, 0.46, 217.232, 0.008, 217.24
869,217.449, 0.217, 217.449, 0.384, 217.833
870,217.812, 0.363, 217.833, 0.188, 218.021
871,217.951, 0.139, 218.021, 0.157, 218.179
872,218.287, 0.336, 218.287, 0.039, 218.326
873,218.299, 0.012, 218.326, 0.094, 218.42
874,218.485, 0.186, 218.485, 0.296, 218.781
875,218.619, 0.134, 218.781, 0.158, 218.94
876,219.109, 0.49, 219.109, 0.002, 219.111
877,219.675, 0.567, 219.675, 0.117, 219.793
878,220.093, 0.418, 220.093, 0.112, 220.205
879,220.113, 0.02, 220.205, 0.179, 220.384
880,220.415, 0.302, 220.415, 0.271, 220.685
881,220.928, 0.513, 220.928, 0.71, 221.638
882,221.22, 0.293, 221.638, 0.168, 221.806
883,221.397, 0.177, 221.806, 0.171, 221.977
884,221.492, 0.095, 221.977, 0.077, 222.054
885,221.7, 0.208, 222.054, 0.067, 222.122
886,221.923, 0.223, 222.122, 0.141, 222.262
887,222.276, 0.353, 222.276, 0.121, 222.396
888,223.251, 0.976, 223.251, 0.54, 223.792
889,223.305, 0.053, 223.792, 0.314, 224.106
890,223.487, 0.182, 224.106, 0.424, 224.53
891,224.507, 1.021, 224.53, 0.184, 224.715
892,224.714, 0.206, 224.715, 0.178, 224.892
893,224.982, 0.268, 224.982, 0.179, 225.161
894,225.042, 0.06, 225.161, 0.032, 225.192
895,225.216, 0.174, 225.216, 0.009, 225.225
896,225.268, 0.053, 225.268, 0.021, 225.29
897,225.314, 0.046, 225.314, 0.116, 225.429
898,225.333, 0.02, 225.429, 0.646, 226.076
899,225.349, 0.015, 226.076, 0.012, 226.087
900,225.396, 0.047, 226.087, 0.013, 226.1
901,225.83, 0.434, 226.1, 0.229, 226.329
902,226.33, 0.5, 226.33, 0.039, 226.369
903,227.105, 0.775, 227.105, 0.438, 227.543
904,227.197, 0.092, 227.543, 0.184, 227.727
905,228.096, 0.898, 228.096, 0.007, 228.103
906,228.254, 0.159, 228.254, 0.103, 228.357
907,228.697, 0.443, 228.697, 0.201, 228.898
908,228.699, 0.002, 228.898, 0.002, 228.9
909,228.761, 0.063, 228.9, 0.084, 228.984
910,228.848, 0.087, 228.984, 0.058, 229.042
911,228.917, 0.069, 229.042, 0.133, 229.175
912,229.43, 0.513, 229.43, 0.15, 229.58
913,229.556, 0.126, 229.58, 0.235, 229.815
914,229.561, 0.005, 229.815, 0.353, 230.167
915,229.672, 0.111, 230.167, 0.395, 230.562
916,229.942, 0.27, 230.562, 0.472, 231.034
917,230.493, 0.551, 231.034, 0.144, 231.178
918,230.898, 0.405, 231.178, 0.009, 231.187
919,231.023, 0.125, 231.187, 0.044, 231.23
920,231.413, 0.39, 231.413, 0.131, 231.544
921,231.443, 0.03, 231.544, 0.162, 231.706
922,231.495, 0.052, 231.706, 0.279, 231.985
923,231.714, 0.219, 231.985, 0.094, 232.079
924,232.092, 0.378, 232.092, 0.5, 232.593
925,232.108, 0.016, 232.593, 0.361, 232.954
926,232.179, 0.071, 232.954, 0.452, 233.406
927,232.676, 0.497, 233.406, 0.013, 233.419
928,232.767, 0.091, 233.419, 0.408, 233.827
929,232.811, 0.043, 233.827, 0.77, 234.597
930,233.183, 0.372, 234.597, 0.018, 234.615
931,233.377, 0.194, 234.615, 0.116, 234.731
932,233.749, 0.373, 234.731, 0.034, 234.765
933,234.375, 0.626, 234.765, 0.159, 234.924
934,234.565, 0.19, 234.924, 0.082, 235.005
935,234.785, 0.22, 235.005, 0.025, 235.03
936,234.996, 0.211, 235.03, 0.059, 235.089
937,235.019, 0.023, 235.089, 0.061, 235.15
938,235.498, 0.479, 235.498, 0.357, 235.855
939,235.624, 0.126, 235.855, 0.038, 235.893
940,235.749, 0.125, 235.893, 0.048, 235.941
941,235.832, 0.083, 235.941, 0.049, 235.99
942,235.865, 0.034, 235.99, 0.005, 235.995
943,235.894, 0.028, 235.995, 0.218, 236.213
944,236.002, 0.108, 236.213, 0.05, 236.264
945,236.1, 0.099, 236.264, 0.141, 236.405
946,236.92, 0.819, 236.92, 0.1, 237.02
947,237.338, 0.418, 237.338, 0.0, 237.338
948,237.631, 0.293, 237.631, 0.142, 237.773
949,237.984, 0.353, 237.984, 0.363, 238.346
950,237.999, 0.015, 238.346, 0.192, 238.538
951,238.087, 0.088, 238.538, 0.008, 238.546
952,238.203, 0.116, 238.546, 0.067, 238.613
953,238.268, 0.065, 238.613, 0.014, 238.627
954,238.283, 0.015, 238.627, 0.02, 238.647
955,238.312, 0.029, 238.647, 0.357, 239.004
956,238.796, 0.484, 239.004, 0.429, 239.433
957,239.202, 0.406, 239.433, 0.279, 239.712
958,239.9, 0.698, 239.9, 0.002, 239.901
959,239.927, 0.027, 239.927, 0.077, 240.004
960,240.306, 0.379, 240.306, 0.082, 240.388
961,240.396, 0.09, 240.396, 0.021, 240.416
962,240.707, 0.312, 240.707, 0.079, 240.787
963,241.058, 0.35, 241.058, 0.123, 241.181
964,241.204, 0.146, 241.204, 0.004, 241.208
965,241.28, 0.076, 241.28, 0.597, 241.877
966,241.439, 0.16, 241.877, 0.149, 242.025
967,241.997, 0.558, 242.025, 0.154, 242.18
968,242.065, 0.068, 242.18, 0.027, 242.207
969,242.103, 0.038, 242.207, 0.235, 242.442
970,242.122, 0.019, 242.442, 0.397, 242.839
971,242.397, 0.275, 242.839, 0.23, 243.069
972,242.552, 0.156, 243.069, 0.022, 243.09
973,242.972, 0.419, 243.09, 0.041, 243.131
974,243.921, 0.95, 243.921, 0.139, 244.061
975,244.398, 0.477, 244.398, 0.359, 244.757
976,244.439, 0.041, 244.757, 0.065, 244.822
977,244.632, 0.193, 244.822, 0.027, 244.849
978,244.649, 0.017, 244.849, 0.362, 245.211
979,245.112, 0.463, 245.211, 0.208, 245.419
980,245.602, 0.49, 245.602, 0.077, 245.679
981,246.129, 0.527, 246.129, 0.122, 246.252
982,246.263, 0.134, 246.263, 0.298, 246.561
983,246.99, 0.726, 246.99, 0.025, 247.015
984,247.175, 0.186, 247.175, 0.079, 247.255
985,247.267, 0.092, 247.267, 0.242, 247.509
986,247.383, 0.115, 247.509, 0.425, 247.934
987,247.766, 0.383, 247.934, 0.495, 248.429
988,248.266, 0.5, 248.429, 0.176, 248.604
989,248.423, 0.157, 248.604, 0.085, 248.689
990,248.555, 0.132, 248.689, 0.178, 248.867
991,249.337, 0.782, 249.337, 0.224, 249.561
992,250.003, 0.666, 250.003, 0.08, 250.082
993,250.085, 0.083, 250.085, 0.227, 250.313
994,250.329, 0.244, 250.329, 0.51, 250.839
995,250.403, 0.074, 250.839, 0.284, 251.123
996,250.736, 0.333, 251.123, 0.02, 251.144
997,250.887, 0.151, 251.144, 0.223, 251.366
998,251.278, 0.391, 251.366, 0.105, 251.472
999,251.299, 0.021, 251.472, 0.058, 251.529
1000,251.337, 0.037, 251.529, 0.12, 251.649
1001,252.802, 1.465, 252.802, 0.338, 253.139
1002,252.931, 0.129, 253.139, 0.03, 253.169
1003,253.418, 0.487, 253.418, 0.035, 253.453
1004,253.531, 0.114, 253.531, 0.035, 253.566
1005,253.963, 0.432, 253.963, 0.005, 253.968
1006,253.994, 0.031, 253.994, 0.032, 254.026
1007,254.22, 0.226, 254.22, 0.026, 254.246
1008,254.686, 0.466, 254.686, 0.033, 254.719
1009,254.911, 0.225, 254.911, 0.947, 255.858
1010,255.058, 0.148, 255.858, 0.173, 256.031
1011,255.644, 0.586, 256.031, 0.013, 256.044
1012,255.724, 0.08, 256.044, 0.321, 256.365
1013,255.818, 0.094, 256.365, 0.197, 256.562
1014,256.142, 0.323, 256.562, 0.071, 256.633
1015,256.164, 0.022, 256.633, 0.195, 256.828
1016,256.175, 0.011, 256.828, 0.089, 256.918
1017,256.293, 0.119, 256.918, 0.119, 257.036
1018,256.541, 0.248, 257.036, 0.545, 257.581
1019,256.577, 0.036, 257.581, 0.075, 257.656
1020,256.74, 0.163, 257.656, 0.206, 257.862
1021,256.753, 0.013, 257.862, 0.012, 257.874
1022,257.125, 0.371, 257.874, 0.132, 258.006
1023,257.471, 0.346, 258.006, 0.214, 258.221
1024,257.654, 0.183, 258.221, 0.044, 258.265
1025,257.884, 0.23, 258.265, 0.023, 258.287
1026,257.941, 0.057, 258.287, 0.813, 259.1
1027,258.261, 0.32, 259.1, 0.384, 259.484
1028,258.612, 0.35, 259.484, 0.191, 259.675
1029,258.828, 0.216, 259.675, 0.076, 259.751
1030,259.209, 0.382, 259.751, 0.458, 260.209
1031,259.284, 0.074, 260.209, 0.222, 260.431
1032,260.375, 1.091, 260.431, 0.276, 260.707
1033,260.987, 0.613, 260.987, 0.141, 261.129
1034,261.367, 0.38, 261.367, 0.04, 261.407
1035,261.4, 0.033, 261.407, 0.191, 261.599
1036,261.737, 0.338, 261.737, 0.466, 262.203
1037,262.244, 0.507, 262.244, 0.254, 262.498
1038,262.298, 0.054, 262.498, 0.043, 262.541
1039,262.587, 0.289, 262.587, 0.186, 262.773
1040,262.688, 0.101, 262.773, 0.086, 262.859
1041,262.692, 0.004, 262.859, 0.335, 263.194
1042,262.905, 0.214, 263.194, 0.53, 263.724
1043,262.965, 0.059, 263.724, 0.212, 263.936
1044,263.125, 0.16, 263.936, 0.237, 264.173
1045,263.462, 0.337, 264.173, 0.039, 264.213
1046,263.599, 0.137, 264.213, 0.054, 264.267
1047,263.601, 0.002, 264.267, 0.08, 264.347
1048,263.779, 0.178, 264.347, 0.52, 264.867
1049,265.106, 1.326, 265.106, 0.118, 265.223
1050,265.231, 0.125, 265.231, 0.777, 266.007
1051,265.307, 0.076, 266.007, 0.877, 266.885
1052,265.658, 0.351, 266.885, 0.052, 266.937
1053,265.728, 0.071, 266.937, 0.071, 267.007
1054,266.337, 0.608, 267.007, 0.073, 267.081
1055,266.617, 0.28, 267.081, 0.005, 267.086
1056,266.812, 0.195, 267.086, 0.379, 267.465
1057,267.33, 0.518, 267.465, 0.321, 267.786
1058,267.895, 0.565, 267.895, 0.148, 268.043
1059,267.96, 0.065, 268.043, 0.224, 268.266
1060,268.601, 0.641, 268.601, 0.187, 268.788
1061,268.765, 0.164, 268.788, 0.357, 269.145
1062,269.074, 0.31, 269.145, 0.04, 269.185
1063,269.392, 0.317, 269.392, 0.013, 269.405
1064,269.439, 0.048, 269.439, 0.377, 269.816
